"","INSECT","STAGE_START","STAGE_END","NOTES","paint","days.after.paint","quad","exposure","treatment","exp.time","date","status","alive","knockdown","dead","unviable","living","julian","day"
"2124","24H-CO-4-6","5","5","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-25,"A",1,0,0,0,1,16703,14
"2125","24H-CO-4-7","AM","AM","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-25,"A",1,0,0,0,1,16703,14
"2126","24H-CO-4-8","5","AF","9/13molted(5->AF)","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-25,"A",1,0,0,0,1,16703,14
"2127","24H-CO-4-9","4","4","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-25,"A",1,0,0,0,1,16703,14
"2128","24H-CO-4-10","5","5","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-25,"A",1,0,0,0,1,16703,14
"2129","24H-CO-4-11","AM","AM","","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-25,"A",1,0,0,0,1,16703,14
"2130","24H-CO-4-12","AF","AF","2, 1ST INSTARS","CO",1,"4","24H-CO","24H-CO-1","24H",2015-09-25,"A",1,0,0,0,1,16703,14
"2131","01H-5A-1-01","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2132","01H-5A-1-02","4","4","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2133","01H-5A-1-03","AF","AF","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2134","01H-5A-1-04","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2135","01H-5A-1-05","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2136","01H-5A-1-06","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2137","01H-5A-1-07","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2138","01H-5A-1-08","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2139","01H-5A-1-09","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2140","01H-5A-1-10","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2141","01H-5A-1-11","5","5","","5A",1,"1","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2142","01H-5A-2-01","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2143","01H-5A-2-02","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2144","01H-5A-2-03","4","4","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2145","01H-5A-2-04","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2146","01H-5A-2-05","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2147","01H-5A-2-06","AF","AF","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2148","01H-5A-2-07","4","4","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2149","01H-5A-2-08","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2150","01H-5A-2-09","AF","AF","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2151","01H-5A-2-10","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2152","01H-5A-2-11","5","5","","5A",1,"2","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2153","01H-5A-3-01","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2154","01H-5A-3-02","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2155","01H-5A-3-03","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2156","01H-5A-3-04","AM","AM","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2157","01H-5A-3-05","AF","AF","2 eggs on 9/18 (3, 1ST INSARS AT END)","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2158","01H-5A-3-06","AM","AM","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2159","01H-5A-3-07","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2160","01H-5A-3-08","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2161","01H-5A-3-09","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2162","01H-5A-3-10","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2163","01H-5A-3-11","5","5","","5A",1,"3","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2164","01H-5A-4-01","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2165","01H-5A-4-02","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2166","01H-5A-4-03","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2167","01H-5A-4-04","4","4","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2168","01H-5A-4-05","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2169","01H-5A-4-06","5","5","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2170","01H-5A-4-07","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2171","01H-5A-4-08","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2172","01H-5A-4-09","AM","AM","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2173","01H-5A-4-10","5","AF","Molting on 9/12","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2174","01H-5A-4-11","AF","AF","","5A",1,"4","01H-5A","01H-5A-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2175","01H-CO-1-01","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2176","01H-CO-1-02","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2177","01H-CO-1-03","AF","AF","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2178","01H-CO-1-04","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2179","01H-CO-1-05","AF","AF","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2180","01H-CO-1-06","AF","AF","3 eggs on 9/18and on 3 1st Instars","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2181","01H-CO-1-07","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2182","01H-CO-1-08","AM","AM","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"D",0,0,1,1,0,16710,21
"2183","01H-CO-1-09","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2184","01H-CO-1-10","5","5","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2185","01H-CO-1-11","4","4","","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2186","01H-CO-1-12","AF","AF","2 eggs on 9/18, 2 1st instars","CO",1,"1","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2187","01H-CO-2-01","4","4","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2188","01H-CO-2-02","4","4","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2189","01H-CO-2-03","AM","AM","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2190","01H-CO-2-04","AM","AM","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2191","01H-CO-2-05","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2192","01H-CO-2-06","4","4","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2193","01H-CO-2-07","5","AF","Molting on 9/12","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2194","01H-CO-2-08","AM","AM","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2195","01H-CO-2-09","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2196","01H-CO-2-10","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2197","01H-CO-2-11","5","5","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2198","01H-CO-2-12","AF","AF","","CO",1,"2","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2199","01H-CO-3-01","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2200","01H-CO-3-02","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2201","01H-CO-3-03","AF","AF","2 eggs and 1st instars on 9/18","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2202","01H-CO-3-04","AM","AM","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2203","01H-CO-3-05","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2204","01H-CO-3-06","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2205","01H-CO-3-07","AM","AM","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2206","01H-CO-3-08","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2207","01H-CO-3-09","AF","AF","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2208","01H-CO-3-10","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2209","01H-CO-3-11","AF","AF","2 eggs and 1st instars on 9/18","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2210","01H-CO-3-12","5","5","","CO",1,"3","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2211","01H-CO-4-01","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2212","01H-CO-4-02","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2213","01H-CO-4-03","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2214","01H-CO-4-04","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2215","01H-CO-4-05","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2216","01H-CO-4-06","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2217","01H-CO-4-07","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2218","01H-CO-4-08","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2219","01H-CO-4-09","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2220","01H-CO-4-10","AM","AM","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2221","01H-CO-4-11","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2222","01H-CO-4-12","5","5","","CO",1,"4","01H-CO","01H-CO-1","01H",2015-10-02,"A",1,0,0,0,1,16710,21
"2223","03H-5A-1-01","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2224","03H-5A-1-02","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2225","03H-5A-1-03","AM","AM","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2226","03H-5A-1-04","AM","AM","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2227","03H-5A-1-05","AF","AF","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2228","03H-5A-1-06","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2229","03H-5A-1-07","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2230","03H-5A-1-08","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2231","03H-5A-1-09","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2232","03H-5A-1-10","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2233","03H-5A-1-11","5","5","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2234","03H-5A-1-12","AM","AM","","5A",1,"1","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2235","03H-5A-2-01","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2236","03H-5A-2-02","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2237","03H-5A-2-03","AF","AF","4 eggs on 9/18, 4 1st instar hatched 9/25","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2238","03H-5A-2-04","AF","AF","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"K",0,1,0,1,1,16710,21
"2239","03H-5A-2-05","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2240","03H-5A-2-06","4","4","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2241","03H-5A-2-07","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2242","03H-5A-2-08","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2243","03H-5A-2-09","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2244","03H-5A-2-10","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2245","03H-5A-2-11","5","5","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2246","03H-5A-2-12","4","4","","5A",1,"2","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2247","03H-5A-3-01","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2248","03H-5A-3-02","5","5","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"K",0,1,0,1,1,16710,21
"2249","03H-5A-3-03","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2250","03H-5A-3-04","5","5","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2251","03H-5A-3-05","AF","AF","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2252","03H-5A-3-06","5","AM","Molting on 9/18","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2253","03H-5A-3-07","AF","AF","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2254","03H-5A-3-08","AM","AM","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2255","03H-5A-3-09","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2256","03H-5A-3-10","AM","AM","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2257","03H-5A-3-11","4","4","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2258","03H-5A-3-12","5","5","","5A",1,"3","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2259","03H-5A-4-01","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2260","03H-5A-4-02","AM","AM","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2261","03H-5A-4-03","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2262","03H-5A-4-04","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2263","03H-5A-4-05","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2264","03H-5A-4-06","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2265","03H-5A-4-07","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2266","03H-5A-4-08","5","5","9/13 looks squished","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2267","03H-5A-4-09","4","4","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2268","03H-5A-4-10","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2269","03H-5A-4-11","5","5","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2270","03H-5A-4-12","4","4","","5A",1,"4","03H-5A","03H-5A-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2271","03H-CO-1-01","AF","AF","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2272","03H-CO-1-02","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2273","03H-CO-1-03","AF","AF","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2274","03H-CO-1-04","5","5","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2275","03H-CO-1-05","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2276","03H-CO-1-06","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2277","03H-CO-1-07","5","5","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2278","03H-CO-1-08","AM","AM","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2279","03H-CO-1-09","AF","AF","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2280","03H-CO-1-10","AF","AF","9/25 alive 1, 1st instar","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2281","03H-CO-1-11","5","5","","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2282","03H-CO-1-12","AF","AF","2 eggs and instar on 9/18","CO",1,"1","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2283","03H-CO-2-01","4","4","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2284","03H-CO-2-02","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2285","03H-CO-2-03","AF","AF","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2286","03H-CO-2-04","5","AM","Melting on 9/12","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2287","03H-CO-2-05","AM","AM","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2288","03H-CO-2-06","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2289","03H-CO-2-07","5","5","died In molt on 9/12","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"D",0,0,1,1,0,16710,21
"2290","03H-CO-2-08","4","4","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2291","03H-CO-2-09","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2292","03H-CO-2-10","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2293","03H-CO-2-11","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2294","03H-CO-2-12","5","5","","CO",1,"2","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2295","03H-CO-3-01","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2296","03H-CO-3-02","AF","AF","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2297","03H-CO-3-03","AF","AF","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2298","03H-CO-3-04","AF","AF","1 egg 9/25 and 1st instar","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2299","03H-CO-3-05","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2300","03H-CO-3-06","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2301","03H-CO-3-07","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2302","03H-CO-3-08","AF","AF","2 eggs on 9/18","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2303","03H-CO-3-09","4","4","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2304","03H-CO-3-10","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2305","03H-CO-3-11","AM","AM","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2306","03H-CO-3-12","5","5","","CO",1,"3","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2307","03H-CO-4-01","AM","AM","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2308","03H-CO-4-02","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2309","03H-CO-4-03","4","4","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2310","03H-CO-4-04","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2311","03H-CO-4-05","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2312","03H-CO-4-06","AF","AF","1, 1st instar, 2 eggs laid 10/2","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2313","03H-CO-4-07","AM","AM","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2314","03H-CO-4-08","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2315","03H-CO-4-09","AF","AF","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2316","03H-CO-4-10","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2317","03H-CO-4-11","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2318","03H-CO-4-12","5","5","","CO",1,"4","03H-CO","03H-CO-1","03H",2015-10-02,"A",1,0,0,0,1,16710,21
"2319","06H-5A-1-01","AM","AM","","5A",1,"1","06H-5A","06H-5A-1","06H",2015-10-02,"D",0,0,1,1,0,16710,21
